locus_tag	ftype	length_bp	gene	EC_number	COG	product
ECADFAHP_02786	CDS	558	frr		COG0233	Ribosome-recycling factor
ECADFAHP_02787	CDS	774	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
ECADFAHP_02788	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
ECADFAHP_02789	CDS	1191	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
ECADFAHP_02790	CDS	1392	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
ECADFAHP_02791	CDS	2676	bamA		COG4775	Outer membrane protein assembly factor BamA
ECADFAHP_02792	CDS	522	skp		COG2825	Chaperone protein Skp
ECADFAHP_02793	CDS	1038	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
ECADFAHP_02794	CDS	450	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
ECADFAHP_02795	CDS	774	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
ECADFAHP_02796	CDS	1191	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
ECADFAHP_02797	CDS	603	rnhB	3.1.26.4	COG0164	Ribonuclease HII
ECADFAHP_02798	CDS	3585	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
ECADFAHP_02799	CDS	954	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
ECADFAHP_02800	CDS	1425	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
ECADFAHP_02801	CDS	1656	pyrG	6.3.4.2	COG0504	CTP synthase
ECADFAHP_02802	CDS	846	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
ECADFAHP_02803	CDS	1299	eno	4.2.1.11		Enolase
ECADFAHP_02804	CDS	288	ftsB		COG2919	Cell division protein FtsB
ECADFAHP_02805	CDS	810	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ECADFAHP_02806	CDS	498	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
ECADFAHP_02807	CDS	1236	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
ECADFAHP_02808	CDS	669	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
ECADFAHP_02809	CDS	978				hypothetical protein
ECADFAHP_02810	CDS	1014	nlpD			Murein hydrolase activator NlpD
ECADFAHP_02811	CDS	324			COG1146	Ferredoxin 1
ECADFAHP_02812	CDS	819	mutS		COG0249	DNA mismatch repair protein MutS
ECADFAHP_02813	CDS	609	ytrB_2		COG1131	ABC transporter ATP-binding protein YtrB
ECADFAHP_02814	CDS	855				hypothetical protein
ECADFAHP_02815	CDS	195				hypothetical protein
ECADFAHP_02816	CDS	126				hypothetical protein
ECADFAHP_02817	CDS	783				hypothetical protein
ECADFAHP_02818	CDS	1203	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde transaminase
ECADFAHP_02819	CDS	1023	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
ECADFAHP_02820	CDS	831	rhlG_2	1.1.1.100		Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase
ECADFAHP_02821	CDS	765	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
ECADFAHP_02822	CDS	1215	bbsG_2	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
ECADFAHP_02823	CDS	828	wfgD	2.4.1.305		UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
ECADFAHP_02824	CDS	819				hypothetical protein
ECADFAHP_02825	CDS	987	splB	4.1.99.14	COG1533	Spore photoproduct lyase
ECADFAHP_02826	CDS	726		1.1.1.325		Sepiapterin reductase
ECADFAHP_02827	CDS	378	yobA		COG2372	Protein YobA
ECADFAHP_02828	CDS	918				hypothetical protein
ECADFAHP_02829	CDS	1056	cadC		COG3710	Transcriptional activator CadC
ECADFAHP_02830	CDS	1401	degQ_2	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
ECADFAHP_02831	CDS	1188	ampC	3.5.2.6	COG1680	Beta-lactamase
ECADFAHP_02832	CDS	738	frp	1.5.1.38		NADPH-flavin oxidoreductase
ECADFAHP_02833	CDS	621				hypothetical protein
ECADFAHP_02834	CDS	798				hypothetical protein
ECADFAHP_02835	CDS	585				hypothetical protein
ECADFAHP_02836	CDS	936				hypothetical protein
ECADFAHP_02837	CDS	933				hypothetical protein
ECADFAHP_02838	CDS	1437				hypothetical protein
ECADFAHP_02839	CDS	783				hypothetical protein
ECADFAHP_02840	CDS	507				hypothetical protein
ECADFAHP_02841	CDS	243				hypothetical protein
ECADFAHP_02842	CDS	1374	mepA_2			Multidrug export protein MepA
ECADFAHP_02843	CDS	1053	purC_1	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
ECADFAHP_02844	CDS	2397	ptpA_1	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
ECADFAHP_02845	CDS	984				hypothetical protein
ECADFAHP_02846	CDS	1341	alsT_2		COG1115	Amino-acid carrier protein AlsT
ECADFAHP_02847	CDS	1329	glpT_1		COG2271	Glycerol-3-phosphate transporter
ECADFAHP_02848	CDS	348	ycnE_1	1.-.-.-	COG1359	Putative monooxygenase YcnE
ECADFAHP_02849	CDS	273				hypothetical protein
ECADFAHP_02850	CDS	837				hypothetical protein
ECADFAHP_02851	CDS	339				hypothetical protein
ECADFAHP_02852	CDS	1458				hypothetical protein
ECADFAHP_02853	CDS	483				hypothetical protein
ECADFAHP_02854	CDS	2154	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
ECADFAHP_02855	CDS	2280	cirA_4		COG4771	Colicin I receptor
ECADFAHP_02856	CDS	1356				hypothetical protein
ECADFAHP_02857	CDS	513				hypothetical protein
ECADFAHP_02858	CDS	264				hypothetical protein
ECADFAHP_02859	CDS	819				hypothetical protein
ECADFAHP_02860	CDS	156				hypothetical protein
ECADFAHP_02861	CDS	522				hypothetical protein
ECADFAHP_02862	CDS	2121	btuB_7			Vitamin B12 transporter BtuB
ECADFAHP_02863	CDS	2949	cirA_5		COG4771	Colicin I receptor
ECADFAHP_02864	CDS	465				hypothetical protein
ECADFAHP_02865	CDS	2055	quiA_7	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
ECADFAHP_02866	CDS	492				hypothetical protein
ECADFAHP_02867	CDS	1239	csd_2	2.8.1.7		putative cysteine desulfurase
ECADFAHP_02868	CDS	771	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
ECADFAHP_02869	CDS	822	opuBB		COG1174	Choline transport system permease protein OpuBB
ECADFAHP_02870	CDS	678	opuCC			Carnitine transport binding protein OpuCC
ECADFAHP_02871	CDS	1719	yidK		COG4146	putative symporter YidK
ECADFAHP_02872	CDS	1221	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
ECADFAHP_02873	CDS	975		1.1.1.184		Aldo/keto reductase
ECADFAHP_02874	CDS	978				hypothetical protein
ECADFAHP_02875	CDS	1764				hypothetical protein
ECADFAHP_02876	CDS	1089				hypothetical protein
ECADFAHP_02877	CDS	981	yrrB_2			TPR repeat-containing protein YrrB
ECADFAHP_02878	CDS	609				hypothetical protein
ECADFAHP_02879	CDS	879		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
ECADFAHP_02880	CDS	675	azoR	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase
ECADFAHP_02881	CDS	951	yahB			putative HTH-type transcriptional regulator YahB
ECADFAHP_02882	CDS	1374				hypothetical protein
ECADFAHP_02883	CDS	489	slyD_2	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
ECADFAHP_02884	CDS	729	yeeN		COG0217	putative transcriptional regulatory protein YeeN
ECADFAHP_02885	CDS	435				hypothetical protein
ECADFAHP_02886	CDS	606				hypothetical protein
ECADFAHP_02887	CDS	1146				hypothetical protein
ECADFAHP_02888	CDS	267				hypothetical protein
ECADFAHP_02889	CDS	1278				hypothetical protein
ECADFAHP_02890	CDS	2805				hypothetical protein
ECADFAHP_02891	CDS	1272				hypothetical protein
ECADFAHP_02892	CDS	1338		3.4.21.-	COG0265	Serine protease
ECADFAHP_02893	CDS	1083				hypothetical protein
ECADFAHP_02894	CDS	1887	spkF	2.7.11.1		Serine/threonine-protein kinase F
ECADFAHP_02895	CDS	717				hypothetical protein
ECADFAHP_02896	CDS	792	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
ECADFAHP_02897	CDS	690				hypothetical protein
ECADFAHP_02898	CDS	792				hypothetical protein
ECADFAHP_02899	CDS	396				hypothetical protein
ECADFAHP_02900	CDS	1197	yxbC		COG2850	putative protein YxbC
ECADFAHP_02901	CDS	858				hypothetical protein
ECADFAHP_02902	CDS	1617				hypothetical protein
ECADFAHP_02903	CDS	525		1.11.1.15		Peroxiredoxin
ECADFAHP_02904	CDS	2829	uvrA_2		COG0178	UvrABC system protein A
ECADFAHP_02905	CDS	495	ssb_2		COG0629	Single-stranded DNA-binding protein
ECADFAHP_02906	CDS	933	rmlD_2	1.1.1.133		dTDP-4-dehydrorhamnose reductase
ECADFAHP_02907	CDS	1221	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
ECADFAHP_02908	CDS	726				hypothetical protein
ECADFAHP_02909	CDS	1071				hypothetical protein
ECADFAHP_02910	CDS	552				hypothetical protein
ECADFAHP_02911	CDS	453				hypothetical protein
ECADFAHP_02912	CDS	612		3.1.1.2		Arylesterase
ECADFAHP_02913	CDS	951	yrbG_2		COG0530	Inner membrane protein YrbG
ECADFAHP_02914	CDS	1011	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
ECADFAHP_02915	CDS	2016	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
ECADFAHP_02916	CDS	1050				hypothetical protein
ECADFAHP_02917	CDS	867				hypothetical protein
ECADFAHP_02918	CDS	276				hypothetical protein
ECADFAHP_02919	CDS	1683				hypothetical protein
ECADFAHP_02920	CDS	1599				hypothetical protein
ECADFAHP_02921	CDS	1854				hypothetical protein
ECADFAHP_02922	CDS	375				hypothetical protein
ECADFAHP_02923	CDS	1014				hypothetical protein
ECADFAHP_02924	CDS	378				hypothetical protein
ECADFAHP_02925	CDS	1053	purC_2	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
ECADFAHP_02926	CDS	309				hypothetical protein
ECADFAHP_02927	CDS	1089	fabH2_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2
ECADFAHP_02928	CDS	801				hypothetical protein
ECADFAHP_02929	tRNA	96				tRNA-SeC(tca)
ECADFAHP_02930	rRNA	81				5S ribosomal RNA (partial)
ECADFAHP_02931	CDS	1167	yliI_6	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
ECADFAHP_02932	CDS	1431			COG1680	putative protein
ECADFAHP_02933	CDS	372				hypothetical protein
ECADFAHP_02934	CDS	690				hypothetical protein
ECADFAHP_02935	CDS	1161				hypothetical protein
ECADFAHP_02936	CDS	1284	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
ECADFAHP_02937	CDS	1479	mepM_2	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
ECADFAHP_02938	CDS	1119	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
ECADFAHP_02939	CDS	354	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
ECADFAHP_02940	CDS	474				hypothetical protein
ECADFAHP_02941	CDS	741				hypothetical protein
ECADFAHP_02942	CDS	1044	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
ECADFAHP_02943	CDS	426				hypothetical protein
ECADFAHP_02944	CDS	1296	hemL_2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
ECADFAHP_02945	CDS	999	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
ECADFAHP_02946	CDS	1125	dnaJ_2		COG0484	Chaperone protein DnaJ
ECADFAHP_02947	CDS	1956	dnaK_2		COG0443	Chaperone protein DnaK
ECADFAHP_02948	CDS	603	grpE			Protein GrpE
ECADFAHP_02949	CDS	1707	recN		COG0497	DNA repair protein RecN
ECADFAHP_02950	CDS	414	fur		COG0735	Ferric uptake regulation protein
ECADFAHP_02951	CDS	399	bamE		COG2913	Outer membrane protein assembly factor BamE
ECADFAHP_02952	CDS	2142			COG1629	putative TonB-dependent receptor
ECADFAHP_02953	CDS	321				hypothetical protein
ECADFAHP_02954	CDS	990	arsA	3.6.3.16		Arsenical pump-driving ATPase
ECADFAHP_02955	CDS	273				hypothetical protein
ECADFAHP_02956	CDS	351	rnfH			Protein RnfH
ECADFAHP_02957	CDS	438	ratA		COG2867	Ribosome association toxin RatA
ECADFAHP_02958	CDS	1404				hypothetical protein
ECADFAHP_02959	CDS	495	smpB		COG0691	SsrA-binding protein
ECADFAHP_02960	tmRNA	360	ssrA			transfer-messenger RNA, SsrA
ECADFAHP_02961	CDS	1224	intA_2		COG0582	Prophage integrase IntA
ECADFAHP_02962	CDS	714				hypothetical protein
ECADFAHP_02963	CDS	285				hypothetical protein
ECADFAHP_02964	CDS	222				hypothetical protein
ECADFAHP_02965	CDS	603				hypothetical protein
ECADFAHP_02966	CDS	357				hypothetical protein
ECADFAHP_02967	CDS	918				hypothetical protein
ECADFAHP_02968	CDS	408				hypothetical protein
ECADFAHP_02969	CDS	225				hypothetical protein
ECADFAHP_02970	CDS	612	mobA_2	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
ECADFAHP_02971	CDS	1338	tig_2	5.2.1.8	COG0544	Trigger factor
ECADFAHP_02972	CDS	513				hypothetical protein
ECADFAHP_02973	CDS	1356				hypothetical protein
ECADFAHP_02974	CDS	2280	cirA_6		COG4771	Colicin I receptor
ECADFAHP_02975	CDS	1563	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
ECADFAHP_02976	CDS	1362	hslU_2		COG1220	ATP-dependent protease ATPase subunit HslU
ECADFAHP_02977	CDS	414				hypothetical protein
ECADFAHP_02978	CDS	765	ubiE_5	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ECADFAHP_02979	CDS	783	groL_2		COG0459	60 kDa chaperonin
ECADFAHP_02980	CDS	591	sodB_2	1.15.1.1		Superoxide dismutase [Fe]
ECADFAHP_02981	CDS	675				hypothetical protein
ECADFAHP_02982	CDS	804				hypothetical protein
ECADFAHP_02983	CDS	138				hypothetical protein
ECADFAHP_02984	CDS	441	paaG_2	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
ECADFAHP_02985	CDS	750				hypothetical protein
ECADFAHP_02986	CDS	483				hypothetical protein
ECADFAHP_02987	CDS	1164	msrP_2	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
ECADFAHP_02988	CDS	2334	polB	2.7.7.7	COG0417	DNA polymerase II
ECADFAHP_02989	CDS	513				hypothetical protein
ECADFAHP_02990	CDS	681	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
ECADFAHP_02991	CDS	489	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
ECADFAHP_02992	CDS	2274	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
ECADFAHP_02993	CDS	615	cynT	4.2.1.1	COG0288	Carbonic anhydrase
ECADFAHP_02994	CDS	543				hypothetical protein
ECADFAHP_02995	CDS	591	paiB		COG2808	Protease synthase and sporulation protein PAI 2
ECADFAHP_02996	CDS	783				hypothetical protein
ECADFAHP_02997	CDS	792	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
ECADFAHP_02998	CDS	852	thyA	2.1.1.45	COG0207	Thymidylate synthase
ECADFAHP_02999	CDS	516	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
ECADFAHP_03000	CDS	1323	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
ECADFAHP_03001	CDS	1158	argE	3.5.1.16		Acetylornithine deacetylase
ECADFAHP_03002	CDS	366		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
ECADFAHP_03003	CDS	1140	hemN_2	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein
ECADFAHP_03004	CDS	603	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
ECADFAHP_03005	CDS	600	metXA_2		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
ECADFAHP_03006	CDS	1203	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
ECADFAHP_03007	CDS	321				hypothetical protein
ECADFAHP_03008	CDS	600				hypothetical protein
ECADFAHP_03009	CDS	825	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
ECADFAHP_03010	CDS	684	yggS		COG0325	Pyridoxal phosphate homeostasis protein
ECADFAHP_03011	CDS	756				hypothetical protein
ECADFAHP_03012	CDS	1068	acr3		COG0798	Arsenical-resistance protein Acr3
ECADFAHP_03013	CDS	699				hypothetical protein
ECADFAHP_03014	CDS	2145	adhA	1.1.5.5		Alcohol dehydrogenase (quinone), dehydrogenase subunit
ECADFAHP_03015	CDS	360				hypothetical protein
ECADFAHP_03016	CDS	786	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
ECADFAHP_03017	CDS	1035	pilT_2		COG2805	Twitching mobility protein
ECADFAHP_03018	CDS	465	yqgF_1	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
ECADFAHP_03019	CDS	579				hypothetical protein
ECADFAHP_03020	CDS	876				hypothetical protein
ECADFAHP_03021	CDS	948	gshB_2	6.3.2.3	COG0189	Glutathione synthetase
ECADFAHP_03022	CDS	504				hypothetical protein
ECADFAHP_03023	CDS	909				hypothetical protein
ECADFAHP_03024	CDS	936	epsE_6	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
ECADFAHP_03025	CDS	3147	wbbL_3	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
ECADFAHP_03026	CDS	726				hypothetical protein
ECADFAHP_03027	CDS	843	dapF_2	5.1.1.7	COG0253	Diaminopimelate epimerase
ECADFAHP_03028	CDS	1248	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
ECADFAHP_03029	CDS	936	ybhF_3		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
ECADFAHP_03030	CDS	735				hypothetical protein
ECADFAHP_03031	CDS	1977				hypothetical protein
ECADFAHP_03032	CDS	1344	baeS_2	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
ECADFAHP_03033	CDS	699	ompR_2			Transcriptional regulatory protein OmpR
ECADFAHP_03034	CDS	1887	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
ECADFAHP_03035	CDS	447	mutT_2	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
ECADFAHP_03036	CDS	921	argJ_2			Arginine biosynthesis bifunctional protein ArgJ
ECADFAHP_03037	CDS	318	argJ_3		COG1364	Arginine biosynthesis bifunctional protein ArgJ
ECADFAHP_03038	CDS	816	secA_2		COG0653	Protein translocase subunit SecA
ECADFAHP_03039	CDS	2304	traC	2.7.7.-		DNA primase TraC
ECADFAHP_03040	CDS	222				hypothetical protein
ECADFAHP_03041	CDS	363				hypothetical protein
ECADFAHP_03042	CDS	498				hypothetical protein
ECADFAHP_03043	CDS	1773	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
ECADFAHP_03044	CDS	369	sdhD_2		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
ECADFAHP_03045	CDS	375	sdhC_2		COG2009	Succinate dehydrogenase cytochrome b556 subunit
ECADFAHP_03046	CDS	1275	gltA_2	2.3.3.16	COG0372	Citrate synthase
ECADFAHP_03047	tRNA	76				tRNA-Ala(ggc)
ECADFAHP_03048	CDS	1491	gltX_2	6.1.1.17	COG0008	Glutamate--tRNA ligase
ECADFAHP_03049	CDS	312				hypothetical protein
ECADFAHP_03050	CDS	936	epsE_7	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
ECADFAHP_03051	CDS	909				hypothetical protein
ECADFAHP_03052	CDS	504				hypothetical protein
ECADFAHP_03053	CDS	948	gshB_3	6.3.2.3	COG0189	Glutathione synthetase
ECADFAHP_03054	CDS	876				hypothetical protein
ECADFAHP_03055	CDS	579				hypothetical protein
ECADFAHP_03056	CDS	465	yqgF_2	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
ECADFAHP_03057	CDS	1035	pilT_3		COG2805	Twitching mobility protein
ECADFAHP_03058	CDS	1524	comM_2		COG0606	Competence protein ComM
ECADFAHP_03059	CDS	264				hypothetical protein
ECADFAHP_03060	CDS	156				hypothetical protein
ECADFAHP_03061	CDS	339	glnK_2		COG0347	Nitrogen regulatory protein P-II 2
ECADFAHP_03062	CDS	1266	amtB_3			Ammonia channel
ECADFAHP_03063	CDS	1326		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
ECADFAHP_03064	CDS	840	rsmE_2	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
ECADFAHP_03065	CDS	849	metF_2	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
ECADFAHP_03066	CDS	1404	ahcY_2	3.3.1.1		Adenosylhomocysteinase
ECADFAHP_03067	CDS	726	metK_2	2.5.1.6	COG0192	S-adenosylmethionine synthase
ECADFAHP_03068	CDS	552				hypothetical protein
ECADFAHP_03069	CDS	480	tolC_3		COG1538	Outer membrane protein TolC
ECADFAHP_03070	CDS	1140	ybdL_2	2.6.1.88	COG0436	Methionine aminotransferase
ECADFAHP_03071	CDS	1080	queG_2	1.17.99.6	COG1600	Epoxyqueuosine reductase
ECADFAHP_03072	CDS	555	orn_2	3.1.-.-	COG1949	Oligoribonuclease
ECADFAHP_03073	CDS	990	rsgA_3	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
ECADFAHP_03074	CDS	873	psd_2	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
ECADFAHP_03075	CDS	672	rpiA_2	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
ECADFAHP_03076	CDS	210	scoF_2		COG1278	Cold shock protein ScoF
ECADFAHP_03077	CDS	1974	gcd_4	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
ECADFAHP_03078	CDS	654				hypothetical protein
ECADFAHP_03079	CDS	624	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
ECADFAHP_03080	CDS	1098				hypothetical protein
ECADFAHP_03081	CDS	780				hypothetical protein
ECADFAHP_03082	CDS	1428	ald_2	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
ECADFAHP_03083	CDS	405				hypothetical protein
ECADFAHP_03084	CDS	456				hypothetical protein
ECADFAHP_03085	CDS	501				hypothetical protein
ECADFAHP_03086	CDS	693				hypothetical protein
ECADFAHP_03087	CDS	813	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
ECADFAHP_03088	CDS	978		1.13.12.16	COG2070	Nitronate monooxygenase
ECADFAHP_03089	CDS	2076	btuB_8		COG4206	Vitamin B12 transporter BtuB
ECADFAHP_03090	CDS	669	nudL	3.6.1.-		putative Nudix hydrolase NudL
ECADFAHP_03091	CDS	657	pleD_2			Response regulator PleD
ECADFAHP_03092	CDS	1719	sdcS_2		COG0471	Sodium-dependent dicarboxylate transporter SdcS
ECADFAHP_03093	CDS	480	garA	1.11.1.17		Glutathione amide-dependent peroxidase
ECADFAHP_03094	CDS	822				hypothetical protein
ECADFAHP_03095	CDS	753				hypothetical protein
ECADFAHP_03096	CDS	819				hypothetical protein
ECADFAHP_03097	CDS	294				hypothetical protein
ECADFAHP_03098	CDS	618	lon_2	3.4.21.53		Lon protease
ECADFAHP_03099	CDS	1446	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
ECADFAHP_03100	CDS	528				hypothetical protein
ECADFAHP_03101	CDS	225				hypothetical protein
ECADFAHP_03102	CDS	567	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
ECADFAHP_03103	CDS	1263	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
ECADFAHP_03104	CDS	636	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
ECADFAHP_03105	CDS	618				hypothetical protein
ECADFAHP_03106	CDS	858				hypothetical protein
ECADFAHP_03107	CDS	2706				hypothetical protein
ECADFAHP_03108	CDS	690	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
ECADFAHP_03109	CDS	654	tesA	3.1.1.1	COG2755	Esterase TesA
ECADFAHP_03110	CDS	399				hypothetical protein
ECADFAHP_03111	CDS	1245				hypothetical protein
ECADFAHP_03112	CDS	756				hypothetical protein
ECADFAHP_03113	CDS	1143				hypothetical protein
ECADFAHP_03114	CDS	744	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
ECADFAHP_03115	CDS	774	ybfF	3.1.-.-	COG0596	Esterase YbfF
ECADFAHP_03116	CDS	477	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
ECADFAHP_03117	CDS	702	cobB	3.5.1.-	COG0846	NAD-dependent protein deacylase
ECADFAHP_03118	CDS	1146				hypothetical protein
ECADFAHP_03119	CDS	396		3.1.-.-	COG0824	Putative esterase
ECADFAHP_03120	CDS	837				hypothetical protein
ECADFAHP_03121	CDS	618	nsaD_2	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
ECADFAHP_03122	CDS	618				hypothetical protein
ECADFAHP_03123	CDS	876	linB	3.8.1.5		Haloalkane dehalogenase
ECADFAHP_03124	CDS	1638	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
ECADFAHP_03125	CDS	1017				hypothetical protein
ECADFAHP_03126	CDS	1164	bcd_2	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
ECADFAHP_03127	CDS	1188	fadA5	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
ECADFAHP_03128	CDS	804		1.-.-.-		putative oxidoreductase
